Humidities,Rain_mean,Rain_std,Size_mean,Size_std,Total_drops_mean,Total_drops_std,Max_drop_mean,Max_drop_std
0.05,0.11115,0.007030469401113983,2.3303999999999996,0.09512092304009669,197.070325,3.1123807478158882,17.371474999999997,0.6419060284613318
0.15000000000000002,0.1531,0.009210863151735568,2.5031,0.08511809443355745,203.36782499999998,3.07572085768117,19.972325,0.7559747478421488
0.25000000000000006,0.192425,0.008952339079815958,2.600425,0.07917319227491083,205.33717500000003,2.410459757883338,20.827075,0.7791683511122612
0.35000000000000003,0.2233,0.010654107189248661,2.6624000000000003,0.08581602414467823,206.1531,3.249801792417502,21.0687,0.8399117572697742
0.45000000000000007,0.2631,0.011924344845734715,2.7278999999999995,0.07440927361559177,206.283525,2.894804483790743,21.202925,0.6927317080767994
0.5500000000000002,0.294325,0.013842665025203779,2.7531,0.08244022076632254,205.687725,2.7398607080242225,21.233575000000002,0.7216309959910261
0.6500000000000001,0.330025,0.013073804916702708,2.785525,0.08397261086211384,206.858025,3.2343232173632535,20.924225,0.8019567160233775
0.7500000000000002,0.355325,0.012707060045502264,2.8302500000000004,0.08733004923850667,207.24470000000002,3.139246224812573,20.962974999999997,0.7425726727903472
0.8500000000000002,0.39665000000000006,0.011946861512547964,2.886925,0.09080043708595238,207.54005,3.303566647957931,21.06005,0.7779020166447702
0.9500000000000002,0.42905,0.0157256955331076,2.8877750000000004,0.09291218636433003,209.186375,3.0666175722406286,20.801724999999998,0.7803345752784506
