Humidities,Rain_mean,Rain_std,Size_mean,Size_std,Total_drops_mean,Total_drops_std,Max_drop_mean,Max_drop_std
0.05,0.11299999999999999,0.006542170893518451,2.3546249999999995,0.0849890250267645,197.41015,2.5326944007321526,17.66905,0.7553886069434725
0.15000000000000002,0.154225,0.009724935732435462,2.544875,0.08667357945187218,203.25865,2.6426093312292687,20.048650000000002,0.7381675470379339
0.25000000000000006,0.189975,0.011831076662755593,2.6298500000000002,0.1039609421850341,205.113625,2.446083018700512,20.857625000000002,0.7853637592701869
0.35000000000000003,0.228025,0.010722610456414053,2.671625,0.09095484800163213,205.24195,2.1818726584060775,21.109875,0.8622130301584404
0.45000000000000007,0.2631,0.009991996797437444,2.7123,0.0558275021830639,205.488625,2.8889453411885455,21.327875,0.8653338716212373
0.5500000000000002,0.29262499999999997,0.013177039690309806,2.7368249999999996,0.07384947105430074,207.236775,2.363816019569838,21.165824999999998,0.8297803289877388
0.6500000000000001,0.323475,0.014246030148781803,2.7815000000000003,0.10225189484796846,206.339275,2.9787307614779475,21.124374999999997,0.6309299361854692
0.7500000000000002,0.366,0.015053238854146972,2.834275,0.09581544434484453,206.923825,2.4528690230778727,20.913375,0.7918821152008676
0.8500000000000002,0.3929,0.014038874598770372,2.8533250000000003,0.07926329147215627,207.481075,2.998194434884937,20.783925,0.550656171648879
0.9500000000000002,0.42632499999999995,0.013559844210019528,2.8935249999999995,0.08015047956812237,208.246425,2.851714772619275,20.782525,0.7143061664125545
