Humidities,Rain_mean,Rain_std,Size_mean,Size_std,Total_drops_mean,Total_drops_std,Max_drop_mean,Max_drop_std
0.05,0.11274999999999999,0.00631169549328863,2.3747,0.10934879971906418,197.67465,3.3352355430314065,17.677525,0.6344203254743656
0.15000000000000002,0.15582500000000002,0.009294857449148966,2.538675,0.09820651391328378,202.93635,2.614723652224072,19.974600000000002,0.8131689799789461
0.25000000000000006,0.188225,0.010650088027805215,2.6131749999999996,0.09219026182303641,205.41595,2.9041025029258183,20.922275000000003,0.8025396871027627
0.35000000000000003,0.226025,0.010335587791702995,2.678025,0.08338539665313105,206.079725,2.6790277619642175,21.48385,0.7509295755928117
0.45000000000000007,0.25795,0.008399255919425253,2.679825,0.08759620068815772,206.02687500000002,3.2478798252667826,21.0931,0.8836257635447262
0.5500000000000002,0.293525,0.014014256134379732,2.752675,0.10741563840987027,206.2058,2.389523605240175,21.220425,0.7420511736901979
0.6500000000000001,0.329225,0.014132387448693865,2.771425,0.0790040782175199,206.87117500000005,2.654889864829613,21.136675,0.6893847034675195
0.7500000000000002,0.36182499999999995,0.014642212093806044,2.805975,0.07368971688777204,207.4219,2.4246404661310064,20.903825,0.7680385370376931
0.8500000000000002,0.40157500000000007,0.013809213409894128,2.8714,0.07843557866172719,207.551325,2.7393100078988875,21.051949999999998,0.5279517473216658
0.9500000000000002,0.43820000000000003,0.013476275449841478,2.9045499999999995,0.09099284312516012,207.74365000000003,2.567203211181379,20.74575,0.6683311959649949
