Time Step,Average droplet size,Rain Count,Total Drops,Max Drop Size
0,2,0,1250,4
1,3,0,1083,9
2,3,0,971,12
3,3,0,895,13
4,4,0,820,19
5,4,0,760,19
6,4,2,715,22
7,5,0,667,22
8,5,0,626,23
9,5,2,590,27
10,5,1,564,28
11,6,1,541,30
12,6,1,512,30
13,6,2,482,34
14,7,2,461,34
15,7,2,445,37
16,7,1,424,37
17,7,0,406,37
18,8,3,392,41
19,8,1,378,46
20,8,1,365,46
21,8,2,358,46
22,8,5,348,46
23,8,3,333,47
24,9,4,321,47
25,8,4,310,46
26,9,2,308,46
27,9,2,297,46
28,9,1,291,46
29,9,2,283,46
30,9,1,270,46
31,10,1,266,46
32,9,1,261,46
33,10,2,263,46
34,10,5,254,46
35,9,5,247,46
36,9,2,245,46
37,9,4,238,45
38,9,1,231,43
39,9,3,233,43
40,9,4,232,42
41,9,2,226,42
42,9,4,226,42
43,8,6,216,47
44,8,5,208,47
45,8,2,202,52
46,7,5,196,52
47,8,2,192,41
48,7,1,187,42
49,7,4,185,46
50,7,3,179,46
51,7,0,178,46
52,7,2,181,46
53,6,3,177,46
54,6,4,174,46
55,6,1,171,46
56,6,1,169,46
57,6,1,172,46
58,6,1,171,46
59,6,0,170,46
60,6,0,169,46
61,5,2,170,46
62,5,2,170,40
63,5,4,167,31
64,5,1,164,31
65,5,0,162,31
66,5,0,162,31
67,5,0,163,31
68,5,0,165,31
69,5,1,164,31
70,5,0,162,31
71,5,1,162,31
72,5,1,164,31
73,5,0,160,31
74,4,1,160,31
75,5,0,158,31
76,5,0,156,31
77,5,1,156,31
78,5,0,154,31
79,4,1,154,31
80,4,2,153,23
81,4,1,153,23
82,4,1,155,23
83,4,0,152,23
84,4,1,153,23
85,4,1,154,23
86,4,0,153,24
87,4,0,153,24
88,4,0,151,24
89,4,0,152,24
90,4,0,153,24
91,4,2,158,24
92,4,0,155,24
93,4,0,154,25
94,4,0,155,25
95,4,0,153,30
96,4,0,154,30
97,4,0,152,30
98,4,0,154,30
99,4,1,152,30
100,4,2,149,30
101,4,0,147,30
102,4,1,151,30
103,4,1,149,30
104,3,2,149,30
105,3,0,149,30
106,3,0,149,30
107,3,0,150,30
108,3,0,150,30
109,3,0,150,30
110,3,0,151,30
111,3,0,154,30
112,3,0,153,30
113,3,1,155,30
114,3,0,152,30
115,3,0,151,30
116,3,0,154,30
117,3,0,155,30
118,3,1,155,30
119,3,0,155,30
120,3,0,153,30
121,3,0,154,30
122,3,1,155,30
123,3,2,156,30
124,3,0,154,23
125,3,0,154,23
126,3,0,154,23
127,3,0,155,23
128,3,0,157,23
129,3,1,157,32
130,3,0,160,32
131,3,2,161,32
132,3,0,162,32
133,3,0,160,32
134,3,0,157,32
135,3,0,156,32
136,3,0,157,32
137,3,0,155,32
138,3,0,154,32
139,3,0,156,32
140,3,1,160,32
141,3,0,159,32
142,2,1,162,32
143,2,0,166,21
144,2,0,165,23
145,2,0,165,23
146,2,0,166,23
147,2,0,165,23
148,2,2,167,23
149,2,0,165,17
150,2,0,164,17
151,2,0,165,17
152,2,1,166,17
153,2,0,166,17
154,2,0,167,17
155,2,0,165,17
156,2,0,163,17
157,2,1,166,17
158,2,0,167,17
159,2,0,167,17
160,2,0,169,17
161,2,0,170,17
162,2,0,173,17
163,2,0,172,18
164,2,0,172,18
165,2,0,172,19
166,2,0,172,19
167,2,1,172,19
168,2,1,171,19
169,2,0,171,19
170,2,0,171,19
171,2,0,171,19
172,2,0,168,27
173,2,0,168,27
174,2,0,171,27
175,2,0,171,27
176,2,1,172,27
177,2,0,169,27
178,2,0,173,27
