Time Step,Average droplet size,Rain Count,Total Drops,Max Drop Size
177,2,0,197,17
178,2,0,199,22
179,2,0,202,22
180,2,0,202,22
181,2,0,200,22
182,2,0,202,22
183,2,0,199,22
184,2,0,200,22
185,2,0,200,22
186,2,0,200,22
187,2,0,199,22
188,2,0,199,22
189,2,0,197,22
190,2,0,195,22
191,3,0,193,23
192,2,0,194,23
193,2,3,197,23
194,2,0,194,18
195,2,1,192,18
196,2,1,192,18
197,2,0,194,15
198,2,0,194,15
199,2,0,196,15
200,2,0,197,15
201,2,0,196,15
202,2,0,194,15
203,2,0,193,15
204,2,0,194,15
205,2,0,195,15
206,2,0,195,15
207,2,0,192,15
208,2,1,196,15
209,2,0,198,15
210,2,1,197,15
211,2,0,197,15
212,2,0,197,15
213,2,0,199,15
214,2,0,195,15
215,2,0,192,15
216,2,0,193,15
217,2,0,190,21
218,2,1,189,21
219,2,1,186,21
220,2,0,186,21
221,2,0,188,21
222,2,0,186,21
223,2,1,184,21
224,2,0,180,19
225,2,0,183,19
226,2,0,185,19
227,2,0,188,19
228,2,0,189,19
229,2,0,188,19
230,2,1,188,19
231,2,0,189,19
232,2,0,190,19
233,2,0,189,19
234,2,0,190,19
235,2,0,189,19
236,2,0,191,19
237,2,0,192,19
238,2,0,191,20
239,2,1,192,20
240,2,0,194,20
241,2,1,192,23
242,2,0,189,25
243,2,0,193,25
244,2,0,193,25
245,2,0,191,25
246,2,0,189,26
247,2,0,190,26
248,2,0,192,26
249,2,0,193,26
250,2,0,193,26
251,2,1,197,26
252,2,0,197,19
253,2,0,194,19
254,2,0,195,19
255,2,0,195,19
256,2,0,198,19
257,2,0,198,19
258,2,0,201,19
259,2,1,203,19
260,2,0,199,11
261,2,0,199,11
262,2,0,198,11
263,2,0,199,11
264,2,0,195,11
265,2,0,196,11
266,2,0,193,11
267,2,0,194,19
268,2,0,193,19
269,2,0,198,19
270,2,0,198,19
271,2,0,197,20
272,2,0,198,20
273,2,0,196,20
274,2,0,195,20
275,2,0,195,20
276,2,0,197,20
277,2,0,195,20
278,2,0,195,20
279,2,0,195,20
280,2,0,197,20
281,2,0,194,20
282,2,1,191,20
283,2,0,191,20
284,2,0,191,20
285,2,0,193,20
286,2,0,194,20
287,2,0,193,20
288,2,0,192,20
289,2,0,190,20
290,2,0,190,20
291,2,0,190,20
292,2,0,192,20
293,2,1,195,20
294,2,2,198,16
295,2,0,195,16
296,2,0,195,18
297,2,0,196,21
298,2,1,196,21
299,2,0,196,21
300,2,1,198,21
301,2,0,198,21
302,2,0,203,21
303,2,0,203,21
304,2,0,205,21
305,2,0,206,21
306,2,0,202,25
307,2,0,201,25
308,2,0,199,25
309,2,0,198,25
310,2,0,197,25
311,2,0,198,29
312,2,0,197,29
313,2,0,200,29
314,2,0,196,29
315,2,0,194,29
316,2,0,193,29
317,2,0,190,29
318,2,0,190,29
319,2,0,191,29
320,2,1,191,29
321,2,0,185,23
322,2,0,185,23
323,2,0,184,23
324,2,0,184,23
325,2,0,185,23
326,2,0,187,23
327,2,0,188,23
328,2,0,188,23
329,2,0,191,23
330,2,0,192,23
331,2,0,194,23
332,2,0,194,23
333,2,0,193,23
334,2,0,191,23
335,2,0,193,23
336,2,1,193,23
337,2,0,194,23
338,2,0,194,23
339,2,0,194,23
340,2,0,193,23
341,2,0,191,23
342,2,0,196,23
343,2,0,193,23
344,2,0,195,23
345,2,1,196,23
346,2,2,196,16
347,2,0,197,14
348,2,0,197,14
349,2,0,200,14
350,2,0,202,14
351,2,0,203,14
352,2,0,204,14
353,2,0,201,14
354,2,0,202,14
355,2,0,204,14
356,2,0,205,14
357,2,0,206,17
358,2,0,207,17
359,2,0,208,17
360,2,1,206,17
361,2,0,204,12
362,2,0,204,12
363,2,0,205,12
364,2,0,206,12
365,2,0,207,12
366,2,0,210,12
367,2,0,209,12
368,2,0,209,12
369,2,1,207,12
370,2,0,209,10
371,2,0,206,10
372,2,0,209,10
373,2,0,208,13
374,2,0,208,13
375,2,0,208,15
376,2,1,205,15
377,2,0,206,14
378,2,0,209,14
379,2,0,207,14
380,2,0,206,14
381,2,0,208,14
382,2,0,206,14
383,2,0,207,14
384,2,0,206,14
385,2,0,207,14
386,2,0,209,14
387,2,0,208,21
388,2,0,206,21
389,2,0,208,21
390,2,0,207,21
391,2,0,204,21
392,2,0,204,21
393,2,0,205,21
394,2,0,206,25
395,2,0,206,25
396,2,0,205,25
397,2,0,206,25
398,2,0,206,25
399,2,0,208,25
400,2,1,208,25
401,2,0,204,24
402,2,0,204,24
403,2,0,206,24
404,2,0,205,24
405,2,0,205,24
406,2,0,204,24
407,2,0,203,24
408,2,0,207,24
409,2,0,208,24
410,2,1,208,24
411,2,0,207,24
412,2,0,209,24
413,2,0,209,24
414,2,0,211,24
415,2,0,210,24
416,2,0,212,24
417,2,0,211,24
418,2,0,212,24
419,2,0,213,24
420,2,0,212,25
421,2,0,211,25
422,2,0,213,25
423,2,0,213,25
424,3,0,212,25
425,2,1,207,25
426,2,2,207,25
427,2,0,204,25
428,2,0,201,25
429,2,0,202,25
430,2,0,201,25
431,2,0,201,25
432,3,0,198,25
433,3,0,195,25
434,3,0,196,28
435,3,0,197,28
436,2,0,199,28
437,3,0,200,28
438,3,0,200,28
439,3,0,200,29
440,3,1,200,29
441,3,0,196,29
442,2,0,198,29
443,2,0,200,29
444,2,0,202,29
445,2,0,201,29
446,2,1,201,29
447,2,0,199,21
448,2,0,198,21
449,2,0,200,21
450,2,0,198,26
451,2,0,199,26
452,2,1,200,27
453,2,0,200,27
454,2,0,198,28
455,2,0,196,28
456,2,1,196,28
457,2,0,195,28
458,3,0,195,28
459,3,0,196,28
460,3,0,195,30
461,3,0,192,30
462,3,0,192,30
463,3,0,193,30
464,3,0,193,31
465,3,0,196,31
466,3,0,199,31
467,3,1,199,31
468,2,2,198,31
469,2,0,196,31
470,2,0,197,31
471,3,0,195,31
472,3,0,194,31
473,3,0,191,32
474,3,0,194,32
475,3,0,196,32
476,3,0,195,32
477,3,0,196,32
478,3,0,194,32
479,3,0,196,32
480,3,0,199,32
481,3,0,199,32
482,3,0,197,32
483,3,0,195,32
484,3,0,193,32
485,3,0,190,33
486,3,1,191,33
487,3,2,186,33
488,3,0,190,33
489,3,0,189,33
490,3,0,189,33
491,3,0,188,33
492,3,0,192,33
493,3,0,193,33
494,3,0,193,33
495,3,0,201,33
496,3,0,200,33
497,3,0,197,33
498,3,0,197,33
499,3,0,194,33
500,3,0,195,33
501,3,0,191,33
502,3,1,192,33
503,2,2,192,16
504,2,0,192,15
505,2,1,189,15
506,2,0,189,15
507,2,1,190,15
508,2,2,189,15
509,2,0,190,9
510,2,0,191,9
511,2,0,192,9
512,2,0,194,9
513,2,0,197,9
514,2,0,196,15
515,2,0,194,16
516,2,0,193,16
517,2,0,190,16
518,2,0,192,16
519,2,0,193,16
520,2,0,193,16
521,2,0,195,16
522,2,0,196,16
523,2,0,197,16
524,2,0,200,16
525,2,0,201,16
526,2,0,201,16
527,2,0,202,16
528,2,0,197,16
529,2,0,203,16
530,2,0,202,16
531,2,0,204,16
532,2,0,204,13
533,2,0,203,14
534,2,0,205,14
535,2,0,205,14
536,2,0,204,15
537,2,0,202,15
538,2,0,203,15
539,2,0,203,15
540,2,0,204,15
541,2,0,204,15
542,2,0,204,15
543,2,0,206,15
544,2,0,206,15
545,2,0,209,15
546,2,0,210,15
547,2,0,209,15
548,2,0,211,15
549,2,1,211,15
550,2,0,208,15
551,2,0,206,15
552,2,0,206,15
553,2,0,205,16
554,2,0,205,16
555,2,0,206,16
556,2,0,209,16
557,2,0,209,16
558,2,0,210,16
559,2,0,210,17
560,2,0,212,17
561,2,0,214,17
562,2,0,215,17
563,2,0,212,21
564,2,0,214,21
565,2,0,212,21
566,2,0,212,21
567,2,1,213,21
568,2,0,211,24
569,2,0,211,24
570,2,0,212,29
571,2,0,211,29
572,2,0,211,29
573,2,0,209,29
574,2,0,210,30
575,2,0,216,30
576,2,0,219,30
577,2,0,221,30
578,2,0,223,30
579,2,0,221,31
580,2,0,221,31
581,2,0,223,31
582,2,0,224,31
583,2,1,225,31
584,2,1,222,32
585,2,0,218,34
586,2,0,218,34
587,2,1,218,34
588,2,0,216,34
589,2,1,213,34
590,2,1,212,34
591,2,1,207,14
592,2,0,204,15
593,2,0,202,15
594,2,1,203,15
595,2,0,203,15
596,2,0,206,15
597,2,0,207,15
598,2,0,206,15
599,2,0,208,15
600,2,0,209,15
601,2,0,209,15
602,2,0,212,15
603,2,0,213,15
604,2,1,211,15
605,2,0,209,12
606,2,0,209,12
607,2,0,211,12
608,2,0,211,12
609,2,0,213,12
610,2,0,211,13
611,2,0,210,13
612,2,0,207,15
613,2,0,210,15
614,2,0,211,15
615,2,0,209,15
616,2,0,207,15
617,2,0,209,15
618,2,1,208,15
619,2,0,207,15
620,2,0,206,15
621,2,1,206,15
622,2,0,208,15
623,2,0,209,15
624,2,0,210,15
625,2,0,210,15
626,2,0,207,16
627,2,0,208,16
628,2,0,207,16
629,2,1,205,16
630,2,0,204,9
631,2,0,203,9
632,2,0,204,9
633,2,0,204,10
634,2,0,202,10
635,2,0,201,10
636,2,0,199,10
637,2,0,198,10
638,2,0,195,15
639,2,0,193,15
640,2,0,193,15
641,3,0,197,15
642,2,0,195,15
643,2,0,198,15
644,2,0,200,15
645,2,0,203,15
646,2,0,204,15
647,2,0,203,15
648,2,0,203,18
649,3,0,204,18
650,3,0,200,18
651,3,0,199,18
652,3,0,199,19
653,3,0,202,19
654,3,0,201,19
655,3,1,204,19
656,3,0,205,19
657,3,0,204,19
658,3,0,206,19
659,3,0,208,19
660,3,0,208,19
661,3,1,204,19
662,3,0,204,19
663,3,0,203,19
664,3,0,200,25
665,3,0,199,25
666,3,0,200,25
667,3,1,203,25
668,3,0,201,25
669,3,0,200,25
670,3,0,201,25
671,3,0,202,25
672,3,1,201,25
673,3,1,202,19
674,3,0,197,30
675,3,0,196,30
676,3,0,196,30
677,3,1,197,30
678,3,1,193,30
679,2,1,193,30
680,2,1,192,14
681,2,0,191,12
682,2,0,193,12
683,2,0,194,12
684,2,0,194,12
685,2,0,194,12
686,2,0,193,12
687,2,0,195,12
688,3,0,195,12
689,3,0,192,12
690,3,0,191,12
691,3,0,191,12
692,3,0,191,12
693,3,0,193,12
694,3,0,195,12
695,3,0,198,12
696,3,0,197,12
697,3,0,197,12
698,3,0,195,12
699,3,0,197,12
700,3,0,197,15
701,3,0,196,15
702,3,0,195,15
703,3,1,199,15
704,3,0,199,15
705,3,0,199,15
706,3,0,199,15
707,3,1,197,16
708,3,0,195,16
709,2,2,192,16
710,3,0,191,12
711,2,0,190,12
712,2,0,193,12
713,2,1,195,12
714,2,0,196,11
715,2,0,197,11
716,2,0,198,11
717,2,1,200,11
718,2,0,199,9
719,2,0,198,9
720,2,0,196,9
721,2,0,199,9
722,2,0,200,9
723,2,0,201,9
724,2,0,203,9
725,2,0,203,9
726,2,0,207,9
727,2,0,206,9
728,2,0,209,9
729,2,0,211,9
730,2,0,212,9
731,2,0,214,9
732,2,0,215,9
733,2,0,215,9
734,2,0,213,11
735,2,0,214,11
736,2,0,212,11
737,2,0,214,11
738,2,0,215,11
739,2,0,215,11
740,2,0,216,11
741,2,0,213,14
742,2,0,211,14
743,2,0,212,14
744,2,1,212,14
745,2,0,209,9
746,2,0,204,9
747,2,0,204,9
748,2,0,205,9
749,2,0,206,9
750,2,0,206,9
751,2,0,208,9
752,2,0,207,11
753,2,1,208,11
754,2,0,203,10
755,2,0,203,10
756,3,0,202,12
757,2,0,202,12
758,2,0,203,12
759,2,0,207,12
760,3,0,204,12
761,3,0,203,12
762,3,0,201,12
763,3,0,201,12
764,3,0,199,12
765,3,0,199,12
766,3,0,202,12
767,3,0,203,12
768,3,0,203,12
769,3,0,204,12
770,3,0,204,12
771,3,0,202,12
772,3,1,200,12
773,3,0,199,12
774,3,0,199,12
775,3,0,200,12
776,3,0,201,12
777,3,1,202,12
778,3,0,203,10
779,3,0,201,10
780,3,0,199,12
781,3,0,197,12
782,3,0,197,12
783,3,0,198,12
784,3,0,200,12
785,3,0,199,12
786,3,1,202,12
787,3,0,203,13
788,3,0,203,13
789,3,0,207,13
790,3,0,207,13
791,3,0,205,14
792,3,0,208,14
793,3,0,206,14
794,3,0,207,14
795,3,0,204,14
796,3,0,205,14
797,3,0,203,14
798,3,0,200,14
799,3,1,202,14
800,3,0,201,12
801,3,0,202,12
802,3,0,203,12
803,3,0,204,12
804,3,0,207,12
805,2,1,208,12
806,3,0,208,12
807,3,0,206,15
808,3,0,201,15
809,3,0,200,15
810,3,0,202,15
811,3,0,201,15
812,3,0,198,24
813,3,0,201,24
814,3,0,200,24
815,3,0,199,25
816,3,0,197,25
817,3,0,197,25
818,3,0,196,25
819,3,0,200,25
820,3,0,202,25
821,3,0,201,25
822,3,0,202,25
823,3,0,205,25
824,3,0,205,25
825,3,1,204,25
826,3,0,204,25
827,3,0,205,25
828,3,0,203,25
829,3,0,204,25
830,3,0,205,25
831,3,0,208,25
832,3,0,209,25
833,3,0,209,25
834,3,0,207,25
835,3,0,207,25
836,3,0,209,25
837,3,1,212,25
838,3,1,210,25
839,2,0,210,13
840,2,0,215,13
841,2,0,217,13
842,2,0,216,13
843,3,0,216,13
844,3,0,212,13
845,3,0,214,13
846,3,0,211,13
847,3,0,208,13
848,3,0,205,13
849,3,1,206,13
850,3,0,203,13
851,3,0,205,13
852,3,0,204,13
853,3,0,206,13
854,3,0,207,13
855,3,0,206,13
856,3,1,206,13
857,3,0,205,12
858,3,0,204,12
859,3,0,204,12
860,3,0,209,12
861,3,0,209,12
862,3,0,209,12
863,3,0,208,12
864,3,0,207,15
865,3,0,206,15
866,3,0,206,15
867,3,0,206,15
868,3,1,208,15
869,3,0,206,15
870,3,1,204,15
871,3,0,203,16
872,3,0,200,17
873,3,0,197,17
874,3,0,196,19
875,3,0,197,19
876,3,1,197,19
877,3,0,198,19
878,3,0,195,19
879,3,0,196,19
880,3,0,197,19
881,3,1,199,19
882,3,0,199,19
883,3,0,196,19
884,3,0,193,19
885,3,0,194,19
886,3,1,192,19
887,3,0,193,19
888,3,0,189,19
889,3,0,185,19
890,3,0,185,19
891,3,0,186,19
892,3,0,188,19
893,3,0,189,19
894,3,0,190,19
895,3,0,194,19
896,3,0,195,19
897,3,1,196,19
898,3,0,196,19
899,3,1,196,28
900,3,0,191,28
901,3,0,191,28
902,3,0,190,28
903,3,0,188,28
904,3,0,192,28
905,3,0,191,28
906,3,0,191,28
907,3,0,191,28
908,3,0,191,28
909,3,0,190,28
910,3,1,191,28
911,3,0,187,26
912,3,0,188,26
913,3,0,190,26
914,3,0,193,26
915,3,0,192,26
916,3,1,193,26
917,3,2,195,18
918,3,1,194,18
919,3,0,193,16
920,3,0,195,16
921,3,0,194,16
922,3,2,192,16
923,3,1,186,14
924,3,0,186,14
925,3,1,185,15
926,3,0,185,15
927,3,0,184,15
928,3,0,182,16
929,3,0,184,16
930,3,0,186,16
931,3,0,185,17
932,3,1,184,18
933,3,0,184,23
934,3,0,186,23
935,3,0,187,23
936,3,0,190,23
937,2,1,188,23
938,2,0,189,23
939,2,0,189,23
940,3,0,190,23
941,3,0,189,25
942,3,0,190,25
943,3,0,189,25
944,3,0,187,25
945,3,1,186,25
946,3,0,185,25
947,3,0,183,25
948,3,1,184,25
949,3,0,181,25
950,3,0,183,25
951,2,1,187,25
952,2,2,187,19
953,2,0,182,16
954,2,0,183,16
955,2,0,184,16
956,2,0,186,16
957,2,0,188,16
958,2,0,191,16
959,2,0,194,16
960,2,0,194,16
961,2,0,193,17
962,2,0,197,17
963,2,0,197,17
964,2,0,197,17
965,2,0,196,17
966,2,0,194,17
967,2,0,195,17
968,2,0,195,17
969,2,0,197,17
970,2,0,199,17
971,2,0,200,17
972,2,0,201,17
973,2,0,203,17
974,2,0,202,17
975,2,1,207,17
976,2,0,207,10
977,2,0,210,11
978,2,0,210,11
979,2,0,208,11
980,2,0,209,11
981,2,0,212,12
982,2,0,213,12
983,2,0,210,17
984,2,1,211,17
985,2,0,211,12
986,2,0,211,12
987,2,1,213,12
988,2,0,212,11
989,2,0,211,11
990,2,0,212,11
991,2,0,214,11
992,2,0,215,11
993,2,0,219,11
994,2,0,216,11
995,2,0,213,11
996,2,0,211,12
997,2,0,211,12
998,2,0,209,13
999,2,1,212,13
