Humidities,Rain_mean,Rain_std,Size_mean,Size_std,Total_drops_mean,Total_drops_std,Max_drop_mean,Max_drop_std
0.05,0.11312499999999999,0.006615086923087256,2.3464,0.07480100266707658,197.2334,2.9427350186518666,18.045925,0.8344978845838975
0.15000000000000002,0.15575,0.008120190884455862,2.53485,0.09097569730428014,203.207025,2.205534305871256,20.142374999999998,0.699693350243519
0.25000000000000006,0.1916,0.009096153033013464,2.5888,0.06796918419401544,205.33462500000002,2.598298132311803,20.601225,0.7168970458685124
0.35000000000000003,0.23105000000000003,0.012897577291879276,2.67005,0.09253592545600872,206.550325,2.9144918115127716,21.150375,0.9131971497847546
0.45000000000000007,0.265925,0.01095077052083551,2.70905,0.0951451391296476,205.74634999999998,2.552954950150902,20.922,0.738509241648336
0.5500000000000002,0.29124999999999995,0.01340289147908017,2.745075,0.08176777711910727,206.265425,2.56918864515142,21.005775,0.6661141226359039
0.6500000000000001,0.324,0.01246595363379794,2.812125,0.07678677864710824,206.84215,2.683063040165103,20.9817,0.698239436010313
0.7500000000000002,0.36450000000000005,0.01732628061645084,2.823375,0.09514428188283307,207.075125,3.0623731580875306,21.040399999999998,0.6238653620774276
0.8500000000000002,0.396925,0.016050525692325464,2.854275,0.09390633298665217,208.098925,2.16026694400831,20.914700000000003,0.6559292721018022
0.9500000000000002,0.42375000000000007,0.014400954829454889,2.8892,0.08799863635307086,207.96527500000002,2.922107621114426,20.857575,0.7084435364762673
