Time Step,Average droplet size,Rain Count,Total Drops,Max Drop Size
225,2,0,258,27
226,2,1,260,27
227,2,0,259,27
228,2,0,258,28
229,2,0,258,28
230,2,0,258,28
231,2,0,257,28
232,2,0,260,28
233,2,0,267,28
234,2,0,263,28
235,2,0,268,28
236,3,0,265,28
237,2,1,264,28
238,3,0,263,28
239,2,1,259,29
240,2,0,260,29
241,2,0,262,29
242,2,1,262,29
243,2,1,262,29
244,2,0,262,21
245,2,0,260,21
246,2,0,259,21
247,2,0,261,21
248,2,0,257,21
249,2,0,259,21
250,2,0,261,21
251,2,1,264,21
252,2,1,264,21
253,2,0,262,21
254,2,1,261,21
255,2,3,263,21
256,2,2,263,21
257,2,0,261,21
258,2,0,260,21
259,2,1,257,21
260,2,1,255,21
261,2,0,254,21
262,2,1,259,21
263,2,0,258,21
264,2,0,259,21
265,2,0,260,22
266,2,0,264,22
267,2,0,265,25
268,2,0,266,25
269,2,0,269,25
270,2,0,270,25
271,2,0,273,25
272,2,0,279,25
273,2,0,281,25
274,2,1,281,25
275,2,0,280,17
276,2,0,283,17
277,2,1,286,17
278,2,0,280,10
279,2,0,283,10
280,2,0,283,10
281,2,0,283,10
282,2,1,281,10
283,2,0,279,9
284,2,0,279,9
285,2,0,279,9
286,2,0,276,14
287,2,0,275,14
288,2,0,277,14
289,2,0,276,14
290,2,0,276,14
291,2,0,275,14
292,2,0,278,14
293,2,0,282,14
294,2,0,280,14
295,2,0,281,14
296,2,0,281,14
297,2,0,280,14
298,2,0,280,14
299,2,0,281,14
300,2,0,279,15
301,2,0,281,15
302,2,0,281,17
303,2,0,282,21
304,2,0,282,21
305,2,0,282,21
306,2,0,285,21
307,2,0,285,21
308,2,0,284,22
309,2,0,285,22
310,2,0,283,22
311,2,0,284,22
312,2,0,286,22
313,2,0,287,22
314,2,0,286,22
315,2,0,288,22
316,2,0,286,22
317,2,0,284,22
318,2,0,283,22
319,2,0,282,22
320,2,0,281,22
321,2,0,283,22
322,2,0,287,22
323,2,0,286,22
324,2,0,282,23
325,2,1,282,23
326,2,0,281,23
327,2,1,281,23
328,2,0,277,18
329,2,1,282,18
330,2,0,281,13
331,2,0,282,13
332,2,0,281,13
333,2,0,280,13
334,2,0,280,13
335,2,0,278,13
336,2,0,282,13
337,2,0,280,21
338,2,0,284,21
339,2,0,287,21
340,2,0,286,21
341,2,0,287,21
342,2,0,287,21
343,2,0,286,21
344,2,0,282,21
345,2,0,283,21
346,2,0,282,23
347,2,0,287,23
348,2,0,284,23
349,2,0,286,23
350,2,0,284,23
351,2,0,282,24
352,2,0,284,24
353,2,0,285,29
354,2,0,286,29
355,2,0,284,29
356,2,0,285,29
357,2,0,282,29
358,2,0,282,29
359,2,0,285,29
360,2,0,286,29
361,2,0,287,29
362,2,0,284,29
363,2,0,285,29
364,2,0,283,29
365,2,0,282,29
366,2,0,284,29
367,2,0,286,29
368,2,0,284,29
369,2,0,281,29
370,2,0,275,29
371,2,0,278,29
372,2,0,279,29
373,2,1,281,29
374,2,0,281,24
375,2,1,282,24
376,2,0,281,24
377,2,0,283,24
378,2,0,280,24
379,2,0,282,24
380,2,0,279,25
381,2,0,277,25
382,2,0,280,25
383,2,0,280,25
384,2,0,282,25
385,2,0,282,25
386,2,0,286,25
387,2,0,289,25
388,2,0,288,25
389,2,0,287,25
390,2,0,289,25
391,2,1,290,25
392,2,0,284,25
393,2,0,286,25
394,2,2,288,25
395,2,0,289,25
396,2,0,290,25
397,2,1,291,25
398,2,2,288,17
399,2,1,284,20
400,2,0,288,20
401,2,0,288,20
402,2,0,288,20
403,2,0,288,20
404,2,0,286,20
405,2,0,287,20
406,2,0,287,20
407,2,0,287,20
408,2,1,284,20
409,2,0,288,20
410,2,0,292,20
411,2,0,288,21
412,2,0,286,23
413,2,1,289,23
414,2,1,287,23
415,2,0,291,23
416,2,0,294,23
417,2,0,296,23
418,2,0,294,23
419,2,0,292,23
420,2,0,294,23
421,2,0,293,23
422,2,1,294,23
423,2,0,296,23
424,2,0,294,23
425,2,0,297,23
426,2,0,296,23
427,2,0,298,23
428,2,0,301,23
429,2,0,298,23
430,2,0,298,24
431,2,0,300,24
432,2,0,302,24
433,2,0,300,24
434,2,0,302,24
435,2,0,301,24
436,2,0,292,24
437,2,1,291,24
438,2,0,289,15
439,2,0,285,15
440,2,0,281,17
441,2,0,282,17
442,2,1,282,17
443,2,0,278,17
444,2,0,275,17
445,2,0,274,17
446,2,1,273,17
447,2,0,274,17
448,2,0,277,17
449,2,0,279,17
450,2,0,280,17
451,2,0,277,17
452,2,0,275,17
453,2,0,274,17
454,2,1,276,17
455,2,0,274,18
456,2,0,280,18
457,2,0,282,18
458,2,0,280,18
459,2,0,280,18
460,2,0,281,18
461,2,0,283,18
462,3,0,280,18
463,3,0,277,25
464,3,0,279,25
465,2,0,279,25
466,3,0,281,25
467,3,0,279,25
468,2,2,281,25
469,2,0,281,25
470,2,0,283,25
471,2,1,281,25
472,2,0,277,17
473,2,0,278,17
474,2,0,279,17
475,2,0,278,17
476,2,0,275,22
477,2,0,280,22
478,2,0,281,22
479,3,0,280,22
480,3,0,275,22
481,3,0,275,22
482,3,0,277,22
483,3,0,277,22
484,3,1,276,22
485,3,0,275,26
486,3,0,275,26
487,3,0,276,26
488,3,0,280,26
489,3,0,279,26
490,3,1,277,26
491,3,0,280,26
492,3,0,276,26
493,3,1,278,26
494,3,1,276,26
495,3,0,276,26
496,3,0,274,31
497,2,1,275,31
498,2,0,275,26
499,2,0,278,26
500,2,0,280,26
501,3,0,277,26
502,2,0,275,34
503,2,0,278,34
504,2,0,280,34
505,3,0,279,34
506,2,1,279,34
507,2,0,277,34
508,3,0,276,34
509,3,0,274,34
510,3,0,274,34
511,2,1,275,35
512,2,0,272,35
513,2,1,273,35
514,2,0,277,35
515,2,0,278,35
516,2,0,285,35
517,2,1,288,35
518,2,0,287,12
519,2,0,288,12
520,2,1,292,12
521,2,0,296,11
522,2,0,296,11
523,2,0,297,11
524,2,0,302,11
525,2,0,304,11
526,2,0,301,11
527,2,0,298,11
528,2,0,299,11
529,2,0,296,11
530,2,0,298,11
531,2,0,300,11
532,2,0,299,12
533,2,0,298,12
534,2,0,299,12
535,2,0,302,12
536,2,0,306,12
537,2,0,307,12
538,2,0,308,12
539,2,0,310,12
540,2,0,312,12
541,2,0,312,12
542,2,0,310,12
543,2,0,306,12
544,2,0,305,12
545,2,0,302,12
546,2,0,301,14
547,2,0,302,15
548,2,0,301,15
549,2,0,302,23
550,2,1,305,23
551,2,1,303,23
552,2,0,299,24
553,2,0,300,25
554,2,0,302,25
555,2,0,303,25
556,2,0,302,25
557,2,1,304,25
558,2,0,298,25
559,2,0,297,25
560,2,0,296,26
561,2,0,294,26
562,2,1,295,26
563,2,2,294,24
564,2,0,294,25
565,2,1,293,25
566,2,0,289,25
567,2,0,290,25
568,2,0,290,26
569,2,0,289,26
570,2,0,289,26
571,2,0,293,26
572,2,0,294,26
573,2,0,296,26
574,2,0,293,26
575,2,1,293,26
576,2,0,294,26
577,2,0,294,26
578,2,0,292,26
579,2,0,296,26
580,2,0,296,26
581,2,0,296,26
582,2,0,294,26
583,2,0,293,26
584,2,0,295,26
585,2,0,294,26
586,2,0,298,26
587,2,0,300,26
588,2,0,303,26
589,2,0,309,26
590,2,0,308,26
591,2,0,305,26
592,2,0,305,26
593,2,0,302,26
594,2,0,303,26
595,2,1,301,26
596,2,1,300,20
597,2,0,303,16
598,2,0,303,16
599,2,0,301,16
600,2,0,306,16
601,2,0,311,16
602,2,0,310,16
603,2,0,309,16
604,2,0,307,16
605,2,0,310,18
606,2,0,304,18
607,2,0,304,18
608,2,0,304,18
609,2,0,302,18
610,2,0,303,18
611,2,0,303,18
612,2,0,304,18
613,3,0,304,18
614,3,0,303,18
615,3,0,302,18
616,3,0,303,18
617,3,0,302,18
618,3,0,298,18
619,3,0,298,18
620,3,0,300,22
621,3,0,300,23
622,3,0,297,23
623,3,0,297,23
624,3,0,299,23
625,3,0,301,23
626,3,0,298,23
627,3,0,300,23
628,3,0,300,23
629,3,0,300,23
630,3,1,300,23
631,3,0,299,23
632,3,2,297,23
633,3,2,296,23
634,3,1,293,23
635,3,0,293,23
636,3,0,294,23
637,3,0,297,23
638,2,2,299,23
639,2,1,297,15
640,2,0,299,15
641,2,1,295,15
642,2,0,293,15
643,2,1,292,16
644,2,0,290,17
645,2,1,290,25
646,2,0,289,25
647,2,0,286,25
648,2,0,288,25
649,2,0,287,25
650,2,0,289,25
651,2,0,289,25
652,3,0,290,25
653,3,0,287,25
654,3,0,287,25
655,3,0,287,25
656,3,1,285,25
657,3,0,289,25
658,3,0,287,25
659,3,0,286,25
660,3,0,288,25
661,3,0,289,26
662,3,1,289,26
663,3,0,288,26
664,3,1,287,26
665,3,2,283,26
666,3,0,282,26
667,3,0,281,28
668,3,0,279,28
669,3,0,281,28
670,3,0,283,28
671,3,0,283,28
672,3,0,282,28
673,3,0,282,28
674,3,1,288,28
675,3,0,290,28
676,3,0,291,28
677,3,1,291,28
678,2,3,289,26
679,2,0,286,26
680,2,1,285,26
681,2,0,285,26
682,2,0,286,26
683,2,0,283,26
684,2,0,284,26
685,2,0,286,26
686,2,0,288,26
687,2,0,287,26
688,2,0,289,26
689,2,0,291,26
690,2,1,295,26
691,2,0,293,26
692,2,1,296,26
693,2,0,294,26
694,2,0,294,26
695,2,1,298,26
696,2,0,297,26
697,2,0,296,26
698,2,0,296,26
699,2,0,298,26
700,2,0,297,26
701,2,0,297,26
702,2,0,298,26
703,2,0,301,26
704,2,0,302,28
705,2,0,305,28
706,2,2,303,28
707,2,0,299,21
708,2,0,300,21
709,2,1,300,21
710,2,0,298,14
711,2,0,300,14
712,2,0,301,14
713,2,0,301,14
714,2,0,304,14
715,2,0,303,18
716,2,0,302,18
717,2,0,299,18
718,2,0,298,19
719,2,0,298,19
720,2,0,300,19
721,2,0,304,19
722,2,0,303,19
723,2,0,303,19
724,2,0,300,19
725,2,0,299,19
726,2,0,301,20
727,2,0,303,20
728,2,1,302,20
729,2,0,299,20
730,2,0,301,20
731,2,0,300,20
732,2,0,300,20
733,2,0,302,20
734,3,0,302,20
735,3,0,297,20
736,3,0,294,20
737,3,1,297,20
738,3,0,298,20
739,3,0,297,20
740,3,1,296,20
741,3,0,296,20
742,3,0,296,20
743,3,0,297,20
744,3,0,295,20
745,3,0,297,20
746,3,1,298,20
747,3,0,295,19
748,2,1,296,19
749,2,0,295,18
750,2,0,294,18
751,2,1,297,24
752,2,1,296,24
753,2,0,295,24
754,2,0,298,24
755,2,0,297,24
756,2,0,298,24
757,2,0,295,24
758,2,0,295,24
759,2,0,296,24
760,2,0,296,24
761,2,1,296,24
762,2,0,295,16
763,2,0,297,16
764,2,0,298,16
765,2,0,295,16
766,2,0,294,17
767,2,0,297,17
768,2,1,297,17
769,2,1,297,15
770,2,0,299,15
771,2,0,301,15
772,2,0,301,15
773,2,0,297,15
774,2,0,303,15
775,2,0,302,15
776,2,0,304,15
777,2,0,305,15
778,2,0,309,15
779,2,0,309,15
780,2,0,310,15
781,2,0,312,15
782,2,0,314,15
783,2,0,316,15
784,2,0,315,15
785,2,0,314,15
786,2,0,316,15
787,2,0,314,16
788,2,0,313,16
789,2,0,311,17
790,2,0,310,17
791,3,0,306,17
792,3,0,304,18
793,2,1,301,18
794,2,0,303,18
795,2,0,304,24
796,2,0,308,24
797,2,0,312,24
798,2,0,313,24
799,2,1,312,24
800,2,0,310,24
801,3,0,307,27
802,3,0,307,27
803,3,1,308,27
804,3,0,304,27
805,3,0,303,27
806,3,0,304,27
807,3,1,303,27
808,3,0,298,27
809,3,0,296,27
810,3,0,297,27
811,3,0,300,27
812,3,0,300,27
813,3,0,300,27
814,3,0,302,27
815,3,0,303,27
816,3,0,298,27
817,3,0,301,27
818,3,0,303,27
819,3,0,304,27
820,3,0,304,28
821,3,0,304,28
822,3,0,304,28
823,3,1,303,28
824,3,0,302,28
825,3,0,301,28
826,3,1,301,28
827,3,0,298,21
828,3,0,298,21
829,3,0,297,21
830,3,0,297,21
831,3,0,296,23
832,3,0,295,23
833,3,0,296,26
834,3,2,292,26
835,3,1,294,26
836,3,0,291,27
837,3,0,290,27
838,3,1,292,27
839,3,0,295,27
840,3,0,296,27
841,3,0,296,27
842,3,0,297,30
843,3,1,297,30
844,2,0,299,30
845,3,0,305,30
846,3,0,303,30
847,3,0,301,30
848,3,0,300,30
849,3,0,300,30
850,3,0,305,30
851,3,0,306,30
852,3,0,304,30
853,3,0,307,30
854,3,0,307,30
855,2,1,308,30
856,2,2,307,19
857,2,1,306,19
858,2,0,305,15
859,2,0,306,15
860,2,0,306,15
861,2,0,304,16
862,2,0,309,16
863,2,0,306,17
864,2,0,302,19
865,2,0,301,19
866,2,0,303,19
867,2,0,309,19
868,2,0,311,19
869,2,0,313,19
870,2,0,311,19
871,2,0,312,19
872,2,0,312,19
873,2,0,312,19
874,2,0,312,21
875,2,0,313,21
876,3,0,312,21
877,2,0,307,21
878,2,0,311,21
879,2,0,313,21
880,3,0,312,21
881,3,0,309,21
882,3,0,306,22
883,3,1,304,22
884,3,0,306,21
885,3,0,307,21
886,3,0,307,21
887,3,0,306,21
888,2,0,307,21
889,3,0,311,21
890,2,0,309,21
891,2,0,311,21
892,2,1,312,21
893,2,0,311,21
894,2,0,310,21
895,3,0,308,21
896,3,0,307,21
897,3,0,307,21
898,2,0,310,21
899,2,0,309,22
900,2,0,312,22
901,2,1,315,22
902,2,0,317,22
903,2,0,315,22
904,2,0,315,22
905,2,0,319,22
906,2,0,321,22
907,2,0,321,22
908,2,0,320,22
909,2,0,322,22
910,2,0,323,22
911,2,0,325,22
912,2,1,322,30
913,3,0,320,30
914,2,1,315,30
915,2,0,315,12
916,2,0,313,13
917,2,0,311,15
918,2,0,313,15
919,2,0,313,15
920,3,0,311,16
921,3,0,308,16
922,3,0,308,16
923,3,0,310,16
924,3,0,305,16
925,3,0,307,16
926,3,0,305,16
927,3,0,308,22
928,3,0,306,22
929,3,0,307,22
930,3,0,309,22
931,3,0,311,22
932,3,0,309,22
933,3,0,311,22
934,3,0,311,22
935,3,0,307,22
936,3,0,307,22
937,3,0,306,22
938,3,1,302,22
939,3,0,298,23
940,3,0,296,23
941,3,0,296,23
942,3,0,299,23
943,3,0,302,23
944,3,0,300,23
945,3,0,300,24
946,3,0,300,32
947,3,0,298,32
948,3,0,296,32
949,3,1,298,32
950,3,0,301,32
951,3,0,302,32
952,3,0,301,32
953,3,0,296,32
954,3,1,293,32
955,3,0,291,32
956,3,0,292,32
957,3,0,295,32
958,3,0,301,32
959,3,0,304,32
960,3,1,301,35
961,3,2,298,35
962,3,0,293,35
963,3,0,294,35
964,3,0,297,35
965,3,1,295,35
966,3,3,297,35
967,3,0,290,35
968,3,1,293,35
969,3,0,290,35
970,3,0,291,35
971,3,1,290,35
972,3,1,291,23
973,3,0,291,20
974,3,0,292,20
975,3,1,292,20
976,3,0,293,20
977,3,0,296,20
978,3,0,295,20
979,3,0,293,20
980,2,2,294,20
981,2,0,293,20
982,2,0,293,20
983,3,0,293,20
984,3,0,293,20
985,2,0,294,20
986,3,0,296,20
987,3,0,294,20
988,3,0,295,20
989,3,0,296,20
990,3,0,294,20
991,3,0,290,20
992,3,0,290,20
993,3,0,291,20
994,3,0,290,21
995,3,0,294,21
996,3,0,295,27
997,3,0,297,27
998,3,0,300,27
999,3,0,298,27
