Humidities,Rain_mean,Rain_std,Size_mean,Size_std,Total_drops_mean,Total_drops_std,Max_drop_mean,Max_drop_std
0.05,0.0,0.0,1.0795,0.15663572389464672,7.069,0.9196080686901349,3.15,0.3491274838794563
0.15000000000000002,0.0105,0.004974937185533101,3.5504999999999995,0.4569296991879604,10.303500000000001,1.3237192867069663,7.463500000000001,0.3867205063091432
0.25000000000000006,0.028500000000000004,0.005722761571129798,3.938000000000001,0.45512196167620833,11.7915,0.8517351407567965,8.150000000000002,0.7826685122067961
0.35000000000000003,0.023000000000000003,0.005567764362830021,4.236,0.4632321232384473,13.747500000000002,0.7541675874764174,9.1235,0.35593925043467733
0.45000000000000007,0.06850000000000002,0.011079259903080169,3.973000000000001,0.6935351469103783,12.688,1.2869522135650573,10.322500000000002,0.9700818264455842
0.5500000000000002,0.07700000000000001,0.012688577540449518,4.8149999999999995,0.6396835154980937,14.183000000000002,1.2356540778065683,10.557500000000001,0.6729329461395096
0.6500000000000001,0.0845,0.014654350889752846,4.7335,0.681757104840133,13.589499999999997,0.9439834479481092,11.261,0.7096893686677292
0.7500000000000002,0.10400000000000001,0.017146428199482245,4.4935,0.627959194534167,13.736,1.0267346297851263,11.205999999999998,0.6228515071828918
0.8500000000000002,0.10900000000000001,0.008888194417315587,4.914999999999998,0.7242064622743986,14.1715,1.6314878945306335,11.287499999999998,0.5715056867608581
0.9500000000000002,0.1375,0.015771810295587503,4.569,0.8085969329647498,12.518,1.540472654739447,11.5045,1.4112918727180428
